Concessionaria;mes_ano;Sentido;Praca;Categoria;Tipo_de_veiculo;Volume_total
RODOVIA DO AÇO;01-07-2014;Crescente;Praça 01  BR-393/RJ km 125,00;Outros;Comercial;1339
RODOVIA DO AÇO;01-08-2014;Decrescente;Praça 01  BR-393/RJ km 125,00;Outros;Comercial;1229
RODOVIA DO AÇO;01-08-2014;Crescente;Praça 01  BR-393/RJ km 125,00;Outros;Comercial;1319
RODOVIA DO AÇO;01-09-2014;Decrescente;Praça 01  BR-393/RJ km 125,00;Outros;Comercial;1249
RODOVIA DO AÇO;01-09-2014;Crescente;Praça 01  BR-393/RJ km 125,00;Outros;Comercial;1378
RODOVIA DO AÇO;01-10-2014;Decrescente;Praça 01  BR-393/RJ km 125,00;Outros;Comercial;1619
RODOVIA DO AÇO;01-10-2014;Crescente;Praça 01  BR-393/RJ km 125,00;Outros;Comercial;1742
RODOVIA DO AÇO;01-11-2014;Decrescente;Praça 01  BR-393/RJ km 125,00;Outros;Comercial;1614
RODOVIA DO AÇO;01-11-2014;Crescente;Praça 01  BR-393/RJ km 125,00;Outros;Comercial;1649
RODOVIA DO AÇO;01-12-2014;Decrescente;Praça 01  BR-393/RJ km 125,00;Outros;Comercial;1360
RODOVIA DO AÇO;01-12-2014;Crescente;Praça 01  BR-393/RJ km 125,00;Outros;Comercial;1414
RODOVIA DO AÇO;01-01-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 1;Passeio;67324
RODOVIA DO AÇO;01-01-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 1;Passeio;55888
RODOVIA DO AÇO;01-02-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 1;Passeio;42045
RODOVIA DO AÇO;01-02-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 1;Passeio;42618
RODOVIA DO AÇO;01-03-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 1;Passeio;49124
RODOVIA DO AÇO;01-03-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 1;Passeio;48600
RODOVIA DO AÇO;01-04-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 1;Passeio;49250
RODOVIA DO AÇO;01-04-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 1;Passeio;50927
RODOVIA DO AÇO;01-05-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 1;Passeio;46365
RODOVIA DO AÇO;01-05-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 1;Passeio;47504
RODOVIA DO AÇO;01-06-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 1;Passeio;46310
RODOVIA DO AÇO;01-06-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 1;Passeio;50710
RODOVIA DO AÇO;01-07-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 1;Passeio;51858
RODOVIA DO AÇO;01-07-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 1;Passeio;50367
RODOVIA DO AÇO;01-08-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 1;Passeio;47888
RODOVIA DO AÇO;01-08-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 1;Passeio;49017
RODOVIA DO AÇO;01-09-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 1;Passeio;44875
RODOVIA DO AÇO;01-09-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 1;Passeio;45645
RODOVIA DO AÇO;01-10-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 1;Passeio;45770
RODOVIA DO AÇO;01-10-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 1;Passeio;46721
RODOVIA DO AÇO;01-11-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 1;Passeio;44050
RODOVIA DO AÇO;01-11-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 1;Passeio;45178
RODOVIA DO AÇO;01-12-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 1;Passeio;53372
RODOVIA DO AÇO;01-12-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 1;Passeio;68133
RODOVIA DO AÇO;01-01-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 2;Comercial;6682
RODOVIA DO AÇO;01-01-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 2;Comercial;6920
RODOVIA DO AÇO;01-02-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 2;Comercial;6063
RODOVIA DO AÇO;01-02-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 2;Comercial;6418
RODOVIA DO AÇO;01-03-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 2;Comercial;5988
RODOVIA DO AÇO;01-03-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 2;Comercial;6299
RODOVIA DO AÇO;01-04-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 2;Comercial;6213
RODOVIA DO AÇO;01-04-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 2;Comercial;6341
RODOVIA DO AÇO;01-05-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 2;Comercial;6632
RODOVIA DO AÇO;01-05-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 2;Comercial;6913
RODOVIA DO AÇO;01-06-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 2;Comercial;6073
RODOVIA DO AÇO;01-06-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 2;Comercial;6213
RODOVIA DO AÇO;01-07-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 2;Comercial;6655
RODOVIA DO AÇO;01-07-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 2;Comercial;6988
RODOVIA DO AÇO;01-08-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 2;Comercial;6862
RODOVIA DO AÇO;01-08-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 2;Comercial;7102
RODOVIA DO AÇO;01-09-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 2;Comercial;6353
RODOVIA DO AÇO;01-09-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 2;Comercial;6596
RODOVIA DO AÇO;01-10-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 2;Comercial;6900
RODOVIA DO AÇO;01-10-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 2;Comercial;7259
RODOVIA DO AÇO;01-11-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 2;Comercial;6123
RODOVIA DO AÇO;01-11-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 2;Comercial;6418
RODOVIA DO AÇO;01-12-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 2;Comercial;6868
RODOVIA DO AÇO;01-12-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 2;Comercial;7188
RODOVIA DO AÇO;01-01-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 3;Passeio;303
RODOVIA DO AÇO;01-01-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 3;Passeio;276
RODOVIA DO AÇO;01-02-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 3;Passeio;216
RODOVIA DO AÇO;01-02-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 3;Passeio;216
RODOVIA DO AÇO;01-03-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 3;Passeio;197
RODOVIA DO AÇO;01-03-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 3;Passeio;199
RODOVIA DO AÇO;01-04-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 3;Passeio;230
RODOVIA DO AÇO;01-04-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 3;Passeio;223
RODOVIA DO AÇO;01-05-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 3;Passeio;187
RODOVIA DO AÇO;01-05-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 3;Passeio;183
RODOVIA DO AÇO;01-06-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 3;Passeio;174
RODOVIA DO AÇO;01-06-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 3;Passeio;175
RODOVIA DO AÇO;01-07-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 3;Passeio;222
RODOVIA DO AÇO;01-07-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 3;Passeio;203
RODOVIA DO AÇO;01-08-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 3;Passeio;223
RODOVIA DO AÇO;01-08-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 3;Passeio;227
RODOVIA DO AÇO;01-09-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 3;Passeio;170
RODOVIA DO AÇO;01-09-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 3;Passeio;194
RODOVIA DO AÇO;01-10-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 3;Passeio;215
RODOVIA DO AÇO;01-10-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 3;Passeio;192
RODOVIA DO AÇO;01-11-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 3;Passeio;180
RODOVIA DO AÇO;01-11-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 3;Passeio;196
RODOVIA DO AÇO;01-12-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 3;Passeio;230
RODOVIA DO AÇO;01-12-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 3;Passeio;230
RODOVIA DO AÇO;01-01-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 4;Comercial;16030
RODOVIA DO AÇO;01-01-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 4;Comercial;15425
RODOVIA DO AÇO;01-02-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 4;Comercial;14450
RODOVIA DO AÇO;01-02-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 4;Comercial;13625
RODOVIA DO AÇO;01-03-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 4;Comercial;14709
RODOVIA DO AÇO;01-03-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 4;Comercial;14053
RODOVIA DO AÇO;01-04-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 4;Comercial;14327
RODOVIA DO AÇO;01-04-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 4;Comercial;14042
RODOVIA DO AÇO;01-05-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 4;Comercial;14554
RODOVIA DO AÇO;01-05-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 4;Comercial;14616
RODOVIA DO AÇO;01-06-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 4;Comercial;13558
RODOVIA DO AÇO;01-06-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 4;Comercial;13333
RODOVIA DO AÇO;01-07-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 4;Comercial;14597
RODOVIA DO AÇO;01-07-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 4;Comercial;14595
RODOVIA DO AÇO;01-08-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 4;Comercial;14315
RODOVIA DO AÇO;01-08-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 4;Comercial;14257
RODOVIA DO AÇO;01-09-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 4;Comercial;14019
RODOVIA DO AÇO;01-09-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 4;Comercial;13687
RODOVIA DO AÇO;01-10-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 4;Comercial;14598
RODOVIA DO AÇO;01-10-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 4;Comercial;14365
RODOVIA DO AÇO;01-11-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 4;Comercial;13907
RODOVIA DO AÇO;01-11-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 4;Comercial;13172
RODOVIA DO AÇO;01-12-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 4;Comercial;13594
RODOVIA DO AÇO;01-12-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 4;Comercial;13464
RODOVIA DO AÇO;01-01-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 5;Passeio;25
RODOVIA DO AÇO;01-01-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 5;Passeio;27
RODOVIA DO AÇO;01-02-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 5;Passeio;21
RODOVIA DO AÇO;01-02-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 5;Passeio;12
RODOVIA DO AÇO;01-03-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 5;Passeio;27
RODOVIA DO AÇO;01-03-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 5;Passeio;23
RODOVIA DO AÇO;01-04-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 5;Passeio;27
RODOVIA DO AÇO;01-04-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 5;Passeio;28
RODOVIA DO AÇO;01-05-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 5;Passeio;36
RODOVIA DO AÇO;01-05-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 5;Passeio;30
RODOVIA DO AÇO;01-06-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 5;Passeio;31
RODOVIA DO AÇO;01-06-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 5;Passeio;45
RODOVIA DO AÇO;01-07-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 5;Passeio;24
RODOVIA DO AÇO;01-07-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 5;Passeio;23
RODOVIA DO AÇO;01-08-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 5;Passeio;47
RODOVIA DO AÇO;01-08-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 5;Passeio;56
RODOVIA DO AÇO;01-09-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 5;Passeio;98
RODOVIA DO AÇO;01-09-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 5;Passeio;48
RODOVIA DO AÇO;01-10-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 5;Passeio;66
RODOVIA DO AÇO;01-10-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 5;Passeio;57
RODOVIA DO AÇO;01-11-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 5;Passeio;61
RODOVIA DO AÇO;01-11-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 5;Passeio;62
RODOVIA DO AÇO;01-12-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 5;Passeio;52
RODOVIA DO AÇO;01-12-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 5;Passeio;46
RODOVIA DO AÇO;01-01-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 6;Comercial;3163
RODOVIA DO AÇO;01-01-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 6;Comercial;3156
RODOVIA DO AÇO;01-02-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 6;Comercial;3403
RODOVIA DO AÇO;01-02-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 6;Comercial;3112
RODOVIA DO AÇO;01-03-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 6;Comercial;3368
RODOVIA DO AÇO;01-03-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 6;Comercial;3130
RODOVIA DO AÇO;01-04-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 6;Comercial;3319
RODOVIA DO AÇO;01-04-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 6;Comercial;3028
RODOVIA DO AÇO;01-05-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 6;Comercial;3261
RODOVIA DO AÇO;01-05-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 6;Comercial;3119
RODOVIA DO AÇO;01-06-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 6;Comercial;2958
RODOVIA DO AÇO;01-06-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 6;Comercial;2801
RODOVIA DO AÇO;01-07-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 6;Comercial;2906
RODOVIA DO AÇO;01-07-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 6;Comercial;2924
RODOVIA DO AÇO;01-08-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 6;Comercial;3129
RODOVIA DO AÇO;01-08-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 6;Comercial;3005
RODOVIA DO AÇO;01-09-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 6;Comercial;3181
RODOVIA DO AÇO;01-09-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 6;Comercial;3042
RODOVIA DO AÇO;01-10-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 6;Comercial;3327
RODOVIA DO AÇO;01-10-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 6;Comercial;3336
RODOVIA DO AÇO;01-11-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 6;Comercial;3219
RODOVIA DO AÇO;01-11-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 6;Comercial;3209
RODOVIA DO AÇO;01-12-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 6;Comercial;3332
RODOVIA DO AÇO;01-12-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 6;Comercial;3093
RODOVIA DO AÇO;01-01-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 7;Comercial;8971
RODOVIA DO AÇO;01-01-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 7;Comercial;9529
RODOVIA DO AÇO;01-02-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 7;Comercial;8936
RODOVIA DO AÇO;01-02-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 7;Comercial;9430
RODOVIA DO AÇO;01-03-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 7;Comercial;9239
RODOVIA DO AÇO;01-03-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 7;Comercial;9840
RODOVIA DO AÇO;01-04-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 7;Comercial;8777
RODOVIA DO AÇO;01-04-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 7;Comercial;9289
RODOVIA DO AÇO;01-05-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 7;Comercial;8944
RODOVIA DO AÇO;01-05-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 7;Comercial;9809
RODOVIA DO AÇO;01-06-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 7;Comercial;8144
RODOVIA DO AÇO;01-06-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 7;Comercial;8449
RODOVIA DO AÇO;01-07-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 7;Comercial;8257
RODOVIA DO AÇO;01-07-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 7;Comercial;8762
RODOVIA DO AÇO;01-08-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 7;Comercial;8185
RODOVIA DO AÇO;01-08-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 7;Comercial;9153
RODOVIA DO AÇO;01-09-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 7;Comercial;8248
RODOVIA DO AÇO;01-09-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 7;Comercial;8789
RODOVIA DO AÇO;01-10-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 7;Comercial;8547
RODOVIA DO AÇO;01-10-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 7;Comercial;9636
RODOVIA DO AÇO;01-11-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 7;Comercial;7932
RODOVIA DO AÇO;01-11-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 7;Comercial;9048
RODOVIA DO AÇO;01-12-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 7;Comercial;7534
RODOVIA DO AÇO;01-12-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 7;Comercial;7995
RODOVIA DO AÇO;01-01-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 8;Comercial;9839
RODOVIA DO AÇO;01-01-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 8;Comercial;9971
RODOVIA DO AÇO;01-02-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 8;Comercial;9610
RODOVIA DO AÇO;01-02-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 8;Comercial;9754
RODOVIA DO AÇO;01-03-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 8;Comercial;10016
RODOVIA DO AÇO;01-03-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 8;Comercial;10541
RODOVIA DO AÇO;01-04-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 8;Comercial;9519
RODOVIA DO AÇO;01-04-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 8;Comercial;10143
RODOVIA DO AÇO;01-05-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 8;Comercial;10380
RODOVIA DO AÇO;01-05-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 8;Comercial;11315
RODOVIA DO AÇO;01-06-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 8;Comercial;9519
RODOVIA DO AÇO;01-06-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 8;Comercial;9684
RODOVIA DO AÇO;01-07-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 8;Comercial;9642
RODOVIA DO AÇO;01-07-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 8;Comercial;9981
RODOVIA DO AÇO;01-08-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 8;Comercial;9331
RODOVIA DO AÇO;01-08-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 8;Comercial;9905
RODOVIA DO AÇO;01-09-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 8;Comercial;9654
RODOVIA DO AÇO;01-09-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 8;Comercial;9696
RODOVIA DO AÇO;01-10-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 8;Comercial;10472
RODOVIA DO AÇO;01-10-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 8;Comercial;11062
RODOVIA DO AÇO;01-11-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 8;Comercial;10544
RODOVIA DO AÇO;01-11-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 8;Comercial;10792
RODOVIA DO AÇO;01-12-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 8;Comercial;9642
RODOVIA DO AÇO;01-12-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 8;Comercial;9835
RODOVIA DO AÇO;01-01-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 9;Moto;1562
RODOVIA DO AÇO;01-01-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 9;Moto;1457
RODOVIA DO AÇO;01-02-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 9;Moto;1219
RODOVIA DO AÇO;01-02-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 9;Moto;1277
RODOVIA DO AÇO;01-03-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 9;Moto;1301
RODOVIA DO AÇO;01-03-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 9;Moto;1313
RODOVIA DO AÇO;01-04-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 9;Moto;1422
RODOVIA DO AÇO;01-04-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 9;Moto;1506
RODOVIA DO AÇO;01-05-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 9;Moto;1658
RODOVIA DO AÇO;01-05-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 9;Moto;1749
RODOVIA DO AÇO;01-06-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 9;Moto;1370
RODOVIA DO AÇO;01-06-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 9;Moto;1441
RODOVIA DO AÇO;01-07-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 9;Moto;1367
RODOVIA DO AÇO;01-07-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 9;Moto;1389
RODOVIA DO AÇO;01-08-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 9;Moto;1447
RODOVIA DO AÇO;01-08-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 9;Moto;1511
RODOVIA DO AÇO;01-09-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 9;Moto;1437
RODOVIA DO AÇO;01-09-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 9;Moto;1498
RODOVIA DO AÇO;01-10-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 9;Moto;1462
RODOVIA DO AÇO;01-10-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 9;Moto;1541
RODOVIA DO AÇO;01-11-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 9;Moto;1400
RODOVIA DO AÇO;01-11-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 9;Moto;1470
RODOVIA DO AÇO;01-12-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Categoria 9;Moto;1469
RODOVIA DO AÇO;01-12-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Categoria 9;Moto;1655
RODOVIA DO AÇO;01-01-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Outros;Comercial;1653
RODOVIA DO AÇO;01-01-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Outros;Comercial;1997
RODOVIA DO AÇO;01-02-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Outros;Comercial;1566
RODOVIA DO AÇO;01-02-2014;Crescente;Praça 02 BR-393/RJ km 195,00;Outros;Comercial;1796
RODOVIA DO AÇO;01-03-2014;Decrescente;Praça 02 BR-393/RJ km 195,00;Outros;Comercial;1506
